Date,Open,High,Low,Close,Adj Close,Volume
17-05-2012,84.86000061,85.20999908,83.47000122,83.47000122,66.48425293,2022500
18-05-2012,83.69999695,84.19000244,82.66000366,82.94000244,66.06208801,3152700
21-05-2012,83.19000244,83.87999725,82.75,83.73000336,66.69133759,1598800
22-05-2012,83.47000122,84.26000214,83.01000214,83.37999725,66.41255188,2244800
23-05-2012,82.98000336,83.36000061,82.26000214,83.30999756,66.5763855,2915900
24-05-2012,84.25,85.26999664,83.48000336,84.48000336,67.51139069,3558300
25-05-2012,84.90000153,85.06999969,84,84.48000336,67.51139069,2379600
29-05-2012,85.11000061,86.68000031,85.08000183,86.63999939,69.23751831,3151400
30-05-2012,85.90000153,86.43000031,85.76999664,85.80999756,68.57424164,3111900
31-05-2012,85.58999634,87.05000305,85.58000183,86.38999939,69.03775024,3564700
01-06-2012,86,86.16000366,85.16999817,85.48999786,68.31852722,3096100
04-06-2012,85.44000244,86.59999847,85.37000275,86.55999756,69.1736145,2404300
05-06-2012,86.29000092,86.95999908,85.73999786,86.76999664,69.34143066,2143800
06-06-2012,86.98999786,87.83000183,86.87999725,87.77999878,70.14853668,2187100
07-06-2012,88.05000305,88.69999695,87.94999695,88.12999725,70.42824554,1909700
08-06-2012,88.01000214,89.19999695,87.69999695,88.73999786,70.91572571,1888800
11-06-2012,89.05999756,89.15000153,87.83999634,87.91000366,70.25244141,1569500
12-06-2012,88.23999786,88.55999756,87.58000183,88.5,70.72392273,1822500
13-06-2012,88.11000061,88.41000366,87.25,87.43000031,69.86883545,1405000
14-06-2012,87.84999847,90.08000183,87.80999756,89.83000183,71.78676605,3117300
15-06-2012,90.34999847,91.63999939,90.08999634,91.44000244,73.07341766,3911800
18-06-2012,91.37000275,92.08999634,91.01000214,92.02999878,73.54490662,1570900
19-06-2012,91.93000031,92.66999817,91.44000244,91.86000061,73.40903473,1821400
20-06-2012,91.68000031,91.93000031,90.87000275,91.48999786,73.11335754,1929900
21-06-2012,91.5,92.34999847,90.27999878,90.40000153,72.24230957,2631700
22-06-2012,90.79000092,91.29000092,90.41999817,90.93000031,72.66586304,1539800
25-06-2012,90.75,91.25,90.38999939,90.87000275,72.61789703,1592600
26-06-2012,91.15000153,91.79000092,90.69999695,91.69000244,73.2731781,2600100
27-06-2012,91.98000336,92.20999908,91,91.31999969,72.97749329,2087600
28-06-2012,90.83000183,93,89.91000366,92.91999817,74.25611115,4408300
29-06-2012,93.51000214,95.11000061,93.43000031,95,75.91832733,3438000
02-07-2012,95,95.55000305,94.23000336,94.40000153,75.43887329,2279300
03-07-2012,94.51000214,94.62000275,94.09999847,94.41999817,75.45484161,1120600
05-07-2012,93.45999908,94.52999878,93.44000244,94,75.11920929,1902200
06-07-2012,94.05999756,94.69999695,93.45999908,93.68000031,74.86347961,1722000
09-07-2012,94,94.33999634,93.18000031,93.97000122,75.0952301,1511300
10-07-2012,94.47000122,94.75,93.65000153,93.80000305,74.95936584,1867600
11-07-2012,93.87999725,94.72000122,93.75,94.5,75.51876068,2074100
12-07-2012,94.08999634,94.23999786,93.11000061,94.01999664,75.13516235,1895200
13-07-2012,94.11000061,94.97000122,93.73999786,94.80999756,75.76650238,1510000
16-07-2012,94.54000092,95.36000061,94.09999847,95.15000153,76.03822327,1313900
17-07-2012,95.30000305,96.34999847,94.91000366,96.05999756,76.76541138,1767900
18-07-2012,95.68000031,96.43000031,95.51999664,95.95999908,76.68552399,1788400
19-07-2012,96.01999664,96.37999725,95.06999969,95.94999695,76.67751312,1602300
20-07-2012,95.80000305,96.40000153,95.08999634,95.61000061,76.40581512,2024400
23-07-2012,95.11000061,95.11000061,93.87000275,94.38999939,75.4308548,1546900
24-07-2012,94.51999664,94.51999664,93.43000031,94.08000183,75.18314362,1278300
25-07-2012,94.19000244,94.25,93.19999695,93.75,74.91940308,1462300
26-07-2012,94.94999695,96.12999725,94.86000061,95.91000366,76.64557648,1562100
27-07-2012,96.15000153,97.76000214,96.06999969,97.11000061,77.60452271,1564700
30-07-2012,97.11000061,97.30000305,96.13999939,96.45999908,77.08508301,1838100
31-07-2012,96.13999939,96.58000183,95.55999756,96.18000031,76.86130524,1361900
01-08-2012,96.43000031,97.16999817,95.62999725,95.94000244,76.66953278,2839100
02-08-2012,95.59999847,96.33999634,95,95.69999695,76.47774506,1373500
03-08-2012,97,97.37999725,96.70999908,97.20999908,77.68443298,1371600
06-08-2012,97.18000031,97.19999695,96.41999817,96.5,77.11707306,1071400
07-08-2012,96.72000122,96.93000031,95.75,95.80000305,76.55764771,1705400
08-08-2012,95.94000244,96.34999847,95.44000244,95.62999725,76.6417923,1369700
09-08-2012,95.81999969,95.90000153,95.05000305,95.37000275,76.4334259,1007000
10-08-2012,95.01999664,95.43000031,94.51000214,95.30000305,76.37734222,1214900
13-08-2012,95.08000183,95.62999725,94.83999634,95.62999725,76.6417923,830500
14-08-2012,96,96,95.37000275,95.66999817,76.67385101,1187400
15-08-2012,95.83999634,96.88999939,95.51000214,96.47000122,77.31501007,1082300
16-08-2012,96.23000336,96.61000061,95.69999695,96.48000336,77.32304382,1638100
17-08-2012,96.79000092,96.83999634,95.86000061,96.13999939,77.05052948,1520600
20-08-2012,96,96.12000275,95.63999939,96.01999664,76.95436096,684400
21-08-2012,95.94999695,96.12999725,95.16000366,95.29000092,76.36932373,1256200
22-08-2012,95.33000183,95.98000336,95.05000305,95.52999878,76.56166077,842300
23-08-2012,95.18000031,95.48999786,94.69000244,94.73999786,75.92852783,1155700
24-08-2012,94.68000031,96.41000366,94.38999939,96.25,77.13868713,1257400
27-08-2012,96.15000153,96.84999847,95.83000183,96.63999939,77.45124817,1112100
28-08-2012,96.31999969,97.12999725,96.20999908,96.56999969,77.39516449,908000
29-08-2012,95.59999847,97.26999664,95.59999847,97.11000061,77.82793427,1494700
30-08-2012,97.55999756,99.05999756,96.55000305,98.58999634,79.01404572,2426400
31-08-2012,99.27999878,99.27999878,97.70999908,97.87000275,78.43703461,1692600
04-09-2012,97.79000092,98.61000061,97.06999969,98.15000153,78.66143036,1184800
05-09-2012,98.25,98.48000336,97.76999664,98.22000122,78.71755219,1156500
06-09-2012,98.72000122,99.98999786,98.72000122,99.98000336,80.12808228,1462500
07-09-2012,100,100,99.16999817,99.72000122,79.91972351,937600
10-09-2012,99.48999786,100.7099991,99.33999634,100.4499969,80.50474548,1288500
11-09-2012,100.3700027,100.5400009,99.45999908,99.51999664,79.75939941,1626900
12-09-2012,99.98999786,100.9599991,99.5,100.8899994,80.8573761,1770600
13-09-2012,100.7900009,102.8899994,100.5400009,102.75,82.34805298,1901900
14-09-2012,102.6800003,102.8799973,101.9499969,102.1800003,81.89125824,3195300
17-09-2012,102.0999985,102.7799988,101.9800034,102.25,81.94734955,1306900
18-09-2012,102.1999969,102.2099991,101.6999969,101.9899979,81.7389679,1464100
19-09-2012,102.4000015,102.4199982,101.7099991,101.8799973,81.65080261,1664000
20-09-2012,101.5800018,102.6800003,101.5,102.6399994,82.25990295,1356100
21-09-2012,102.7600021,103.5100021,102.0800018,102.3600006,82.03548431,3328600
24-09-2012,102.75,102.9499969,102.2200012,102.6100006,82.23587036,1223800
25-09-2012,102.4800034,103.1100006,101.4300003,101.4400024,81.29818726,1790400
26-09-2012,101.8600006,102.7699966,100.9599991,101,80.94552612,1635200
27-09-2012,101.0599976,101.6999969,100.1299973,100.3000031,80.38452911,1821100
28-09-2012,100.2200012,100.4599991,99.75,100.1600037,80.2723465,1788700
01-10-2012,100.6299973,101.8700027,100.2900009,100.5100021,80.55284119,1873600
02-10-2012,100.8600006,101.3700027,99.33000183,99.48999786,79.73535919,2050700
03-10-2012,99.25,99.95999908,98.75,99.62000275,79.8395462,2787900
04-10-2012,100,101.6900024,99.95999908,101.4800034,81.3302536,2051800
05-10-2012,101.8000031,102.4000015,101.5400009,101.7900009,81.57868195,1192300
08-10-2012,101.5899963,101.7699966,101.0599976,101.3499985,81.2260437,813100
09-10-2012,101.3499985,101.7699966,99.55999756,99.63999939,79.85558319,1606500
10-10-2012,102.4000015,104.4300003,101.3000031,101.5599976,81.39433289,5739800
11-10-2012,101.8300018,102,98.30000305,98.31999969,78.79768372,4753200
12-10-2012,98.05999756,98.48000336,96.18000031,97.55000305,78.18057251,7552500
15-10-2012,98.06999969,98.12999725,96.44000244,96.51000214,77.34706879,4005200
16-10-2012,96.97000122,97.51999664,96.51000214,97,77.73979187,3788300
17-10-2012,97.15000153,97.36000061,95.77999878,96.77999878,77.56346893,4113700
18-10-2012,96.87000275,97.36000061,96.25,96.33000183,77.20281219,2804300
19-10-2012,96.09999847,96.23000336,94.45999908,94.77999878,75.96057892,3859900
22-10-2012,94.68000031,95.31999969,94.12999725,95,76.13689423,3097700
23-10-2012,94.47000122,95.80999756,93.83999634,95.18000031,76.28113556,3357400
24-10-2012,95.04000092,96.25,94.5,95.62000275,76.63379669,4327600
25-10-2012,96,96.62999725,95.76999664,96.62000275,77.43521881,2734800
26-10-2012,96.41999817,97.51999664,96.12000275,96.94000244,77.69169617,2998900
31-10-2012,97.88999939,98.77999878,97.40000153,98.43000031,78.88584137,3534300
01-11-2012,98.58999634,98.80000305,97.12999725,97.12999725,77.84394073,2941200
02-11-2012,97.84999847,98.12000275,96.04000092,96.12000275,77.03451538,2025500
