Date,Open,High,Low,Close,Adj Close,Volume
17-05-2012,77.90142822,78.2142868,75.73143005,75.73143005,65.73799133,179305000
18-05-2012,76.27999878,77.62999725,74.59714508,75.76856995,65.77021027,183073100
21-05-2012,76.35713959,80.22000122,76.29285431,80.1828537,69.60199738,157776500
22-05-2012,81.36428833,81.98285675,78.94000244,79.5671463,69.06752014,173717600
23-05-2012,79.64286041,81.82857513,79.0328598,81.50856781,70.7527771,146224400
24-05-2012,82.26714325,82.35713959,80.17571259,80.76000214,70.1029892,124057500
25-05-2012,80.65571594,80.83571625,79.78142548,80.32714081,69.72723389,82126800
29-05-2012,81.55714417,82,80.75856781,81.75285339,70.96483612,95127200
30-05-2012,81.31428528,82.85571289,80.93714142,82.73857117,71.82048035,132357400
31-05-2012,82.96286011,83.07142639,81.637146,82.5328598,71.64187622,122918600
01-06-2012,81.30857086,81.80714417,80.07428741,80.14142609,69.56604004,130246900
04-06-2012,80.2142868,81.07142639,78.35713959,80.612854,69.97525024,139248900
05-06-2012,80.181427,80.92428589,79.76142883,80.40428925,69.79420471,97053600
06-06-2012,81.11000061,81.97856903,80.7857132,81.637146,70.86438751,100363900
07-06-2012,82.47000122,82.47428894,81.5,81.67428589,70.89661407,94941700
08-06-2012,81.65714264,82.94000244,81.2857132,82.90285492,71.96305847,86879100
11-06-2012,83.95999908,84.07142639,81.51856995,81.59571075,70.82843781,147816200
12-06-2012,82.06571198,82.37428284,80.95714569,82.30857086,71.44717407,108845100
13-06-2012,82.07428741,82.63999939,81.48285675,81.73714447,70.95116425,73395000
14-06-2012,81.60571289,81.92857361,81.03713989,81.6471405,70.87304688,86393300
15-06-2012,81.57142639,82.08856964,81.36428833,82.01856995,71.19547272,83813800
18-06-2012,81.56571198,83.98428345,81.48143005,83.6828537,72.64011383,110103000
19-06-2012,83.34285736,84.2857132,83.30000305,83.91571808,72.8422699,90351100
20-06-2012,84.02999878,84.17857361,82.97142792,83.67713928,72.63517761,89735800
21-06-2012,83.63428497,84.03142548,82.49143219,82.52428436,71.63445282,81587800
22-06-2012,82.72000122,83.16999817,82.20285797,83.15714264,72.18379974,71117900
25-06-2012,82.47142792,82.82857513,81.48143005,81.53857422,70.77880096,76095600
26-06-2012,81.61856842,82.06999969,81.04714203,81.71857452,70.93504333,69134100
27-06-2012,82.14286041,82.39142609,81.70285797,82.07142639,71.24134827,50749300
28-06-2012,81.66714478,82,80.80142975,81.29285431,70.56552124,70709100
29-06-2012,82.57142639,83.42857361,82.0357132,83.42857361,72.41940308,105375200
02-07-2012,83.5328598,84.78142548,83.37142944,84.64571381,73.47592926,100023000
03-07-2012,84.98285675,85.7142868,84.85713959,85.62999725,74.3303299,60428200
05-07-2012,85.79428864,87.76285553,85.66428375,87.13428497,75.63609314,121095800
06-07-2012,86.72714233,86.91999817,85.94000244,86.55428314,75.13264465,104732600
09-07-2012,86.47142792,87.69999695,86.30142975,87.69857025,76.12595367,94851400
10-07-2012,88.28142548,88.55285645,86.47285461,86.887146,75.42160034,127989400
11-07-2012,86.58856964,86.80857086,85.3171463,86.34714508,74.95284271,117330500
12-07-2012,85.7485733,86.20999908,84.66857147,85.55714417,74.26708221,107010400
13-07-2012,86.13571167,86.74143219,85.7142868,86.42428589,75.01979828,77856800
16-07-2012,86.44571686,87.37428284,86.431427,86.70143127,75.26038361,75315100
17-07-2012,87.25571442,87.35713959,86.16428375,86.70571136,75.26409149,73406200
18-07-2012,86.65571594,86.90571594,86.22285461,86.60857391,75.17977905,63175000
19-07-2012,87.32571411,87.90714264,86.57142639,87.76000214,76.17927551,109215400
20-07-2012,87.57571411,87.77714539,86.24285889,86.32857513,74.93672943,99367800
23-07-2012,84.91428375,86.55714417,83.95857239,86.26142883,74.87843323,121993900
24-07-2012,86.76856995,87.09714508,85.5014267,85.84571075,74.51760101,141283100
25-07-2012,82.06571198,82.97142792,81.42857361,82.13857269,71.29964447,219328200
26-07-2012,82.82286072,82.91428375,81.48000336,82.12571716,71.28845215,101658200
27-07-2012,82.14428711,83.69000244,81.65571594,83.59428406,72.56324768,100984100
30-07-2012,84.41714478,85.63428497,83.97428894,85.00428772,73.7871933,94785600
31-07-2012,86.17571259,87.38571167,86.1028595,87.2514267,75.73780823,115581900
01-08-2012,87.98714447,88.05714417,86.14286041,86.68714142,75.24798584,96125400
02-08-2012,86.12000275,87.24143219,85.75,86.82714081,75.36950684,83039600
03-08-2012,87.66143036,88.2828598,87.36571503,87.95714569,76.3503952,86230200
06-08-2012,88.18428802,89.26714325,87.89428711,88.93571472,77.19983673,75525800
07-08-2012,88.9671402,89.2857132,88.29142761,88.70143127,76.99645233,72611700
08-08-2012,88.48428345,89.12571716,88.15714264,88.55142975,76.86624146,61176500
09-08-2012,88.26428223,88.818573,88.25714111,88.67571259,77.30463409,55410600
10-08-2012,88.387146,88.82286072,88.38571167,88.81428528,77.42542267,48734700
13-08-2012,89.05571747,90,89.0357132,90,78.45910645,69708100
14-08-2012,90.26714325,91.23000336,90.02999878,90.24143219,78.66956329,85042300
15-08-2012,90.18571472,90.57142639,89.67857361,90.11856842,78.56245422,64335600
16-08-2012,90.17285919,90.9657135,90.07142639,90.90571594,79.24868774,63633500
17-08-2012,91.42857361,92.59857178,91.25856781,92.58714294,80.7144928,110690300
20-08-2012,92.85857391,95.02143097,92.84285736,95.02143097,82.83660889,153346200
21-08-2012,95.83142853,96.41143036,92.90428925,93.72285461,81.7045517,203179900
22-08-2012,93.48857117,95.57142639,92.58714294,95.55285645,83.29990387,141330700
23-08-2012,95.15856934,95.69999695,94.44999695,94.66143036,82.52277374,105032200
24-08-2012,94.2157135,95.63999939,93.65000153,94.74571228,82.5962677,109335100
27-08-2012,97.14142609,97.26714325,96.22000122,96.52571106,84.147995,106752100
28-08-2012,96.42571259,96.58571625,95.80999756,96.40000153,84.03840637,66854200
29-08-2012,96.4642868,96.80999756,96.08571625,96.20999908,83.87277985,50701700
30-08-2012,95.80571747,95.93571472,94.69285583,94.83856964,82.67720795,75674900
31-08-2012,95.32142639,95.51428223,93.89286041,95.0342865,82.8478241,84580300
04-09-2012,95.10857391,96.44857025,94.92857361,96.42428589,84.0595932,91973000
05-09-2012,96.51000214,96.62142944,95.65714264,95.74714661,83.46927643,84093800
06-09-2012,96.16714478,96.89857483,95.82857513,96.61000061,84.22148895,97799100
07-09-2012,96.86428833,97.49714661,96.53857422,97.20571136,84.74082184,82416600
10-09-2012,97.20714569,97.612854,94.58571625,94.67713928,82.53648376,121999500
11-09-2012,95.01571655,95.72856903,93.7857132,94.37000275,82.26873016,125995800
12-09-2012,95.26428223,95.69999695,93.7142868,95.68428802,83.41448975,178058300
13-09-2012,96.76714325,97.92857361,96.39571381,97.568573,85.05714417,149590000
14-09-2012,98.56571198,99.568573,98.26999664,98.75428772,86.09080505,150118500
17-09-2012,99.90714264,99.97142792,99.23000336,99.96857452,87.14936066,99507800
18-09-2012,99.98285675,100.3328552,99.48857117,100.2728577,87.41464233,93375800
19-09-2012,100.0371399,100.5699997,99.93856812,100.3000031,87.43832397,81718700
20-09-2012,99.87999725,100.0085678,99.08856964,99.81428528,87.01487732,84142100
21-09-2012,100.3442841,100.7242889,99.90856934,100.0128555,87.1880188,142897300
24-09-2012,98.12285614,99.30285645,97.57142639,98.68428802,86.02979279,159941600
25-09-2012,98.32286072,98.96857452,96.14286041,96.22000122,83.88149261,129697400
26-09-2012,95.5342865,96.09857178,94.45714569,95.02571106,82.84037781,144125800
27-09-2012,94.89857483,97.45285797,94.33571625,97.33142853,84.85040283,148522500
28-09-2012,96.9642868,97.30142975,95.25,95.30000305,83.0794754,133777700
01-10-2012,95.87999725,96.67857361,93.7857132,94.19857025,82.11927795,135898700
02-10-2012,94.54428864,95.19285583,92.94999695,94.47285461,82.35839081,156998100
03-10-2012,94.98000336,95.98000336,94.66143036,95.92142487,83.62120819,106070300
04-10-2012,95.89286041,96.32142639,95.07857513,95.25714111,83.042099,92681400
05-10-2012,95.02857208,95.14286041,93.04000092,93.22714233,81.27242279,148501500
08-10-2012,92.41143036,92.50856781,90.87285614,91.16714478,79.47655487,159498500
09-10-2012,91.23571777,91.4985733,89.07857513,90.83571625,79.18763733,209649300
10-10-2012,91.39142609,92.13999939,91,91.55857086,79.81781769,127589000
11-10-2012,92.35713959,92.45714569,89.72856903,89.72856903,78.22247314,136520300
12-10-2012,89.93714142,90.76856995,89.32857513,89.95857239,78.42299652,115003700
15-10-2012,90.33571625,90.73285675,89.12142944,90.68000031,79.0519104,108125500
16-10-2012,90.76714325,92.90000153,90.14286041,92.82714081,80.92369843,137442900
17-10-2012,92.69571686,93.25571442,92,92.08714294,80.27859497,97259400
18-10-2012,91.37000275,91.72285461,90,90.37714386,78.78786469,119156100
19-10-2012,90.15000153,90.25285339,87.08856964,87.12000275,75.94841003,186021500
22-10-2012,87.48857117,90.76856995,87.2514267,90.57571411,78.96099091,136682700
23-10-2012,90.14286041,90.55714417,87.38571167,87.62285614,76.38678741,176786400
24-10-2012,88.77714539,89.50714111,87.23428345,88.11856842,76.81894684,139631800
25-10-2012,88.57142639,88.85713959,86.50714111,87.07714081,75.91105652,164081400
26-10-2012,87.06143188,87.7142868,84.42857361,86.2857132,75.22111511,254608200
31-10-2012,84.98285675,85.99428558,83.95714569,85.04571533,74.1401062,127500800
01-11-2012,85.45999908,86.14286041,84.88143158,85.22000122,74.29206085,90324500
02-11-2012,85.12714386,85.27857208,82.10713959,82.40000153,71.83365631,149843400
05-11-2012,83.36000061,83.9671402,82.51428223,83.51714325,72.80757141,132283900
06-11-2012,84.318573,84.39142609,82.87000275,83.26428223,72.58712006,93729300
07-11-2012,81.97714233,82.07714081,79.39286041,79.7142868,69.80975342,198412200
08-11-2012,80.08999634,80.318573,76.47000122,76.82142639,67.27632141,264036500
09-11-2012,77.20285797,79.26856995,76.24571228,78.15142822,68.44107056,232478400
12-11-2012,79.16428375,79.2142868,76.94999695,77.54714203,67.91186523,128950500
13-11-2012,76.98714447,78.63999939,76.62285614,77.55714417,67.92061615,133237300
14-11-2012,77.92857361,78.20714569,76.59714508,76.69714355,67.16747284,119292600
15-11-2012,76.79000092,77.07142639,74.66000366,75.08856964,65.75878906,197477700
16-11-2012,75.02857208,75.7142868,72.25,75.38285828,66.01647186,316723400
19-11-2012,77.24428558,81.07142639,77.12571716,80.818573,70.77681732,205829400
20-11-2012,81.70143127,81.70714569,79.22571564,80.12999725,70.17379761,160688500
21-11-2012,80.60713959,81.05285645,79.51428223,80.24285889,70.27263641,93250500
23-11-2012,81.02428436,81.7142868,80.37142944,81.64286041,71.49868774,68206600
26-11-2012,82.27143097,84.2857132,81.95857239,84.21857452,73.75437164,157644900
27-11-2012,84.22142792,84.34571075,82.87142944,83.54000092,73.16011047,133332500
28-11-2012,82.4671402,83.68571472,81.7514267,83.27714539,72.92992401,130216100
29-11-2012,84.3171463,84.89286041,83.60713959,84.19428253,73.73309326,128674700
30-11-2012,83.82714081,84.05714417,83.23999786,83.61142731,73.22264862,97829900
03-12-2012,84.80714417,84.94142914,83.64286041,83.74143219,73.3365097,91070000
04-12-2012,83.11428833,83.11428833,81.73285675,82.26428223,72.04289246,139267100
05-12-2012,81.27285767,81.32142639,76.9671402,76.97000122,67.40642548,261159500
